,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
6523,0,0,0,0,22,0,0,0,1,0,0,1,0,0,0,1,2,0.35563356420659875,0.13088875386315266,1
6524,1,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,2,0.6151521755834067,0.007059833927970789,1
6525,1,0,0,0,5,1,0,2,1,1,1,1,1,1,0,0,3,0.025305707887270684,0.011183935936577773,1
6526,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,3,0.3181108860866724,0.0036201739463186675,1
6527,1,0,0,0,19,0,1,0,0,2,0,0,0,0,0,0,1,0.5860817752019707,0.16533869415943103,1
6528,0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,1,2,0.6301797994474377,0.0072338498585910885,1
6529,1,0,0,0,56,1,2,2,1,1,1,1,1,1,1,0,1,0.06703851778600234,0.15152106645289473,1
6530,0,0,0,0,48,1,2,1,1,2,0,0,2,2,0,1,0,0.8485191783132215,0.5790833591225826,1
6531,0,0,0,0,15,1,0,1,0,1,2,0,2,1,0,0,2,0.8168438067689062,0.1660188451913625,1
6532,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,0.5147795992296157,0.005897545901533802,1
6533,0,0,0,0,52,1,2,1,0,1,0,0,0,0,0,1,2,0.6424032348184902,0.501991557767815,1
6534,0,0,0,0,18,1,2,1,0,1,0,0,1,0,0,1,1,0.7066596239875738,0.17401945567850988,1
6535,1,0,1,0,4,1,1,1,0,0,0,0,0,0,0,1,2,0.5739779392612123,0.03323272344085726,1
6536,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,1,0,0.5198858441940108,0.028935979858500528,1
6537,0,1,1,0,50,1,2,1,0,2,2,0,1,0,0,1,2,0.7619755379153771,0.5618982642080318,1
6538,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,0.020364123936297773,0.00017234477694524344,1
6539,1,0,0,0,8,0,0,0,0,0,0,0,1,1,0,1,2,0.29524001675167866,0.04596766104940954,1
6540,1,0,0,0,47,1,1,1,0,1,1,0,0,0,0,0,1,0.6578817778582096,0.46578617819636114,1
6541,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,1,0.5171157614876899,0.01368675177685209,1
6542,1,0,1,1,26,0,1,0,0,0,0,0,0,0,0,0,0,0.23627986682776267,0.121562026131642,1
6543,0,0,0,0,13,1,2,1,0,2,1,0,1,0,0,0,2,0.75564810739407,0.13810321470908352,1
6544,1,1,1,0,13,1,0,1,0,1,0,1,0,1,0,1,0,0.694281589651411,0.13275427738025572,1
6545,1,0,1,0,66,1,2,1,0,1,0,2,2,2,0,1,1,0.8354368813494508,0.7918662949424721,1
6546,0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,0,0,0.562668758281506,0.02289053222510499,1
6547,1,0,1,0,48,0,1,0,1,1,2,0,2,2,1,0,2,0.4458631295989025,0.345283292622792,1
6548,0,0,0,0,2,1,0,1,0,0,0,0,2,0,0,1,2,0.6175627435082266,0.014606203631258249,1
6549,0,0,0,0,9,1,0,1,0,1,1,0,0,0,0,1,2,0.6177872072158106,0.08383485553085386,1
6550,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,0.5214052128034725,0.005974268763538941,1
6551,0,0,0,0,1,1,2,1,0,0,0,0,2,2,0,1,2,0.7516506966865824,0.008640450889972135,1
6552,0,0,1,0,41,1,0,1,1,0,0,0,0,0,0,1,1,0.5786297059834447,0.37123508048038883,1
6553,0,0,0,0,9,0,1,0,0,0,0,0,0,2,0,1,2,0.161582798518304,0.03221565007051555,1
6554,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,2,0.3209263709493453,0.025822990456745135,1
6555,1,0,0,0,38,1,2,1,0,0,1,0,1,1,0,1,2,0.7034029640770895,0.38801880967793145,1
6556,0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,1,2,0.6240620146222867,0.007163007519887661,1
6557,0,0,0,0,31,1,0,1,0,0,0,0,0,0,0,0,2,0.5346810489187325,0.24833182234264964,1
6558,0,0,0,0,14,1,0,1,0,0,0,0,1,2,0,0,0,0.7044838944975026,0.14406198766166517,1
6559,0,0,1,0,8,1,1,1,0,0,0,0,0,1,0,0,1,0.6348519107612441,0.0704320749751209,1
6560,0,1,1,0,3,1,0,1,1,0,0,2,2,0,0,1,3,0.6819602241228019,0.029150570120326357,1
6561,0,0,0,0,27,1,2,1,0,0,0,0,2,1,0,1,2,0.7590522400574441,0.3121810562872374,1
6562,0,0,0,0,13,1,1,1,0,0,0,0,0,0,0,0,2,0.5587755307108513,0.12433045774785642,1
6563,0,1,0,0,19,1,1,1,0,1,2,0,0,2,0,1,1,0.7639118782350183,0.20327470661756172,1
6564,0,0,0,0,1,1,2,1,0,0,0,0,2,2,0,1,2,0.7665607725534146,0.008813105645711417,1
6565,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0.5191904971997748,0.02335873620188905,1
6566,0,0,1,0,4,1,0,1,0,0,0,0,1,0,0,0,2,0.6199727001617478,0.03317994203906625,1
6567,0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,0,2,0.5674185642548284,0.006507091267363493,1
6568,0,0,1,0,50,1,2,1,1,0,1,0,2,2,0,0,1,0.8684007273724843,0.6146908204699175,1
6569,1,1,1,0,55,1,2,1,0,1,0,0,2,2,0,1,1,0.7949469948641593,0.6396041028594281,1
6570,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,3,0.32087693074240164,0.003652204015693515,1
6571,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,0.0205479027860275,0.00017447288767342018,1
6572,1,0,0,0,44,1,2,1,0,2,0,0,2,1,0,1,2,0.8252590034699594,0.5210618540146421,1
6573,1,0,0,0,1,1,0,1,0,0,0,0,2,2,0,0,2,0.706201699983367,0.008114163465650921,1
6574,1,0,0,0,2,1,0,0,0,0,0,1,1,1,0,1,2,0.5160965881463715,0.01988417711476201,1
6575,0,0,1,1,70,1,2,1,1,2,2,1,2,2,2,1,0,0.9371757704198362,0.8891130338034303,1
6576,0,0,1,0,16,1,1,1,0,1,0,0,2,1,0,1,2,0.7756787929526876,0.17513085160068007,1
6577,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0.2559291127597618,0.006372603680410985,1
6578,1,0,0,0,23,1,2,1,0,0,0,0,0,2,0,1,2,0.7490758688773755,0.25774094189936203,1
6579,0,0,0,0,8,1,2,1,0,0,0,0,0,1,0,1,2,0.6642484658070571,0.08608891247974526,1
6580,1,0,0,0,56,1,2,2,1,1,1,1,1,1,1,0,1,0.0682092211479641,0.1511496200812104,1
6581,1,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,0.6083250135868339,0.006980777188257418,1
6582,0,0,1,0,65,1,2,0,2,0,2,1,0,0,1,0,0,0.528980130601899,0.5468598119947206,1
6583,0,0,0,0,30,1,0,1,0,0,0,0,1,2,0,0,1,0.7099293045027237,0.3155740281636416,1
6584,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0.23342038812093172,0.002639480261704996,1
6585,1,0,0,0,25,1,0,1,0,1,1,0,2,0,0,0,1,0.7362316614088948,0.26688520076522004,1
6586,1,0,1,0,14,1,1,0,0,0,2,0,1,2,0,0,2,0.5105042174233747,0.11205937471915546,1
6587,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1,1,0.36366547710014696,0.004147684124971122,1
6588,0,0,0,0,52,1,0,0,2,0,0,0,2,0,0,0,1,0.6487048054863072,0.49971281605687856,1
6589,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0.2724167421165057,0.003091047781143705,1
6590,0,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,2,0.38894519980737563,0.016093639731927324,1
6591,0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,1,0.6193013036566118,0.007107879739434687,1
6592,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,2,0.266410428192141,0.007551954957252578,1
6593,0,0,0,0,39,0,0,0,0,0,0,1,0,0,0,0,1,0.07766574264972201,0.10862152536895202,1
6594,0,0,0,0,6,1,0,1,1,1,2,1,0,2,0,0,1,0.7834887305011893,0.06363359079740526,1
6595,0,0,1,0,19,1,1,1,0,0,0,0,0,2,0,0,2,0.7158975326503054,0.20516580476899396,1
6596,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,0.013452914798206289,9.231479344564949e-05,1
6597,1,0,1,0,1,1,1,1,0,0,0,0,2,2,0,1,2,0.7654811276150325,0.008800603641376473,1
6598,0,0,0,0,15,1,0,1,0,1,0,0,0,1,0,1,0,0.674317260581702,0.14436188879163725,1
6599,0,0,0,0,12,1,2,1,0,0,0,0,1,1,0,1,2,0.6983361800021124,0.12199534888499369,1
6600,0,0,1,0,51,1,0,0,1,0,0,0,2,1,0,1,0,0.6017649258000808,0.4512037350303944,1
6601,1,0,0,0,1,1,0,1,0,2,0,0,0,0,0,1,2,0.5654355233678903,0.006484128175625177,1
6602,1,0,0,0,48,1,2,1,0,2,0,0,0,2,0,0,1,0.7160202693723645,0.5225433568921767,1
6603,0,0,0,0,44,1,2,1,0,2,1,0,2,2,1,1,2,0.8395096238008677,0.5465912050599071,1
6604,1,0,0,0,43,1,2,1,1,1,0,0,0,2,0,1,2,0.772178575903316,0.47891628464942554,1
6605,0,0,0,0,69,1,2,1,2,2,2,2,2,2,1,0,1,0.9698934934466197,0.9337831012651882,1
6606,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,0.01923738232936531,0.0001592974055794837,1
6607,0,0,0,0,27,1,1,1,1,0,0,0,1,0,0,0,0,0.612671152954283,0.24828513576854924,1
6608,0,0,0,0,5,1,2,1,0,1,0,0,0,0,0,0,2,0.5916199366717422,0.04544747273829606,1
6609,0,0,0,0,24,0,0,0,1,0,0,1,0,0,0,1,2,0.3081655695906905,0.1316895275682887,1
6610,0,0,1,0,37,1,2,1,0,0,2,0,1,2,0,1,2,0.809145082347326,0.4317920788907996,1
6611,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,1,1,0.5179650225440235,0.028852099939558635,1
6612,0,0,0,0,34,1,1,1,0,0,2,0,2,2,0,1,2,0.8218018655127497,0.3882608814136414,1
6613,0,0,0,0,59,1,2,1,0,2,2,0,2,2,0,1,2,0.8771353879118087,0.7360979650152211,1
6614,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,0.01875576662505865,0.00015372042243533756,1
6615,0,0,0,0,40,1,0,1,0,0,0,0,0,0,0,0,0,0.5277764984567239,0.3287866833540182,1
6616,1,0,0,0,58,1,2,1,1,1,2,2,2,0,0,1,2,0.8795715882419108,0.7189445779184399,1
6617,0,0,0,0,6,1,0,2,1,1,1,1,1,1,0,0,0,0.013157089825506368,0.01568632306470665,1
6618,1,0,0,0,54,1,2,0,2,0,2,0,1,2,0,0,1,0.8112112477111885,0.6146286503958206,1
6619,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,2,0.2757312422455841,0.019036462693018945,1
6620,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,1,2,0.5149414556507749,0.056591646451878565,1
6621,0,0,0,0,11,1,2,1,0,0,1,1,2,2,0,1,0,0.8423337801874096,0.1289115160474252,1
6622,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,1,0.22892191240630497,0.0485323278259664,1
6623,0,0,0,0,22,1,0,1,0,0,0,0,1,1,0,0,2,0.6875208358380688,0.2177499213283366,1
6624,0,0,0,0,37,1,2,0,0,2,0,1,0,0,0,0,1,0.6313004405968241,0.334771777024576,1
6625,0,0,0,0,22,0,1,0,0,1,2,0,0,2,0,1,0,0.252915293135347,0.1022327719346604,1
6626,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,0.06910395384455634,0.0007367391839719854,1
6627,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,0.5078633397645747,0.005817457436576859,1
6628,0,0,0,0,12,1,0,1,0,0,0,0,0,1,0,0,0,0.5782502515369644,0.10675820261138673,1
6629,0,0,0,0,35,1,0,1,1,1,2,0,0,0,0,1,1,0.71597314203438,0.37131402697314925,1
6630,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,0.5097029396827591,0.005838759519635919,1
6631,0,0,0,0,54,1,2,1,0,1,0,0,2,2,0,1,1,0.8238229513250153,0.62108907317443,1
6632,0,0,0,0,10,1,2,1,0,0,2,0,2,2,0,1,2,0.8199279638793222,0.1201468388812803,1
6633,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,1,1,0.5588842450353659,0.02260327983701708,1
6634,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,2,0.06008941817988858,0.013724489086094051,1
6635,0,0,0,0,2,1,0,1,0,0,0,0,0,1,0,0,1,0.6221329825063987,0.016272152955769125,1
6636,0,1,0,0,67,0,0,0,0,0,0,0,1,1,0,0,1,0.30023086137998767,0.37516607485566134,1
6637,1,0,0,0,36,1,2,1,0,0,0,0,0,2,0,1,2,0.6631637446758564,0.3504339674734119,1
6638,0,1,1,0,11,1,2,1,0,0,2,0,2,2,0,1,1,0.8214697176171479,0.12843499477136852,1
6639,0,0,0,0,56,1,2,1,1,2,2,0,2,2,1,1,0,0.939201893365214,0.7414498904873164,1
6640,0,0,0,0,63,1,2,1,0,2,0,0,0,0,0,1,1,0.6619354696483719,0.6011218089077941,1
6641,0,0,0,0,5,1,2,1,0,0,0,0,0,0,0,1,2,0.6035431344251694,0.0522617994628918,1
6642,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,2,0.34068420566238744,0.02512349037951936,1
6643,0,0,1,0,52,1,2,1,1,2,0,1,2,2,1,0,1,0.8662781169960572,0.6454455757589453,1
6644,0,0,0,0,17,1,1,1,0,0,0,0,2,0,0,1,2,0.6792990200646204,0.17665712915313944,1
6645,1,0,0,0,16,1,2,1,0,0,0,1,0,1,0,1,1,0.673249002892243,0.16513646965216033,1
6646,0,0,0,0,13,1,0,1,0,1,0,0,0,2,0,1,1,0.7437627054672236,0.13319084099135894,1
6647,1,0,0,0,13,1,2,1,0,0,0,1,1,1,0,1,2,0.7863444361595335,0.1478905432989447,1
6648,1,0,0,0,15,1,1,0,0,0,0,0,0,0,0,0,2,0.32449569017446556,0.08623103504773849,1
6649,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,0.5068653131568535,0.0058059005510374155,1
6650,0,0,0,0,2,1,2,1,0,0,0,0,2,2,0,1,2,0.7583407483258013,0.018658463578813195,1
6651,0,0,0,0,4,1,1,1,0,1,0,0,0,0,0,0,0,0.596557632026162,0.03304568042627666,1
6652,0,0,0,0,1,1,2,1,0,1,0,0,2,2,0,1,1,0.81748706127865,0.009402818670587645,1
6653,0,1,1,0,3,1,2,1,0,1,1,0,2,2,0,1,2,0.8543767566292697,0.03690261525866983,1
6654,0,0,0,0,8,1,0,1,0,0,0,0,2,2,0,0,1,0.7703737158562316,0.09597873925686755,1
6655,0,0,0,0,1,1,0,1,0,1,0,0,2,0,0,0,2,0.6591988627616971,0.00756988297693703,1
6656,0,0,0,0,57,1,1,1,1,1,0,0,0,2,0,1,0,0.7500203543538011,0.6252710163578499,1
6657,0,1,1,0,18,1,1,1,1,0,1,0,0,0,0,1,0,0.623588977638776,0.16706613404009746,1
6658,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,2,0.271734478031765,0.04467990699138447,1
6659,0,0,0,0,16,1,0,0,0,0,0,1,0,0,0,0,2,0.34032042173757016,0.10163976239939043,1
6660,1,0,0,0,56,1,0,2,1,1,1,1,1,1,2,0,1,0.012390508991727278,0.12276279049493362,1
6661,0,0,0,0,47,1,2,1,0,0,0,0,2,2,0,1,2,0.795120410262833,0.549075391960054,1
6662,0,1,0,0,56,1,2,1,0,1,2,2,2,2,1,1,2,0.9282860528182011,0.738768356360181,1
6663,1,0,0,0,8,1,2,1,0,0,0,0,0,2,0,0,1,0.6704455411976892,0.07354296123513561,1
6664,0,0,1,0,21,1,0,0,0,1,0,1,0,0,0,0,1,0.37227071877085016,0.13702860951242837,1
6665,0,0,0,0,34,0,1,0,1,2,0,1,0,0,0,1,2,0.4551804770553868,0.23890808291502386,1
6666,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,0.026746461564102014,0.00024625056750030407,1
6667,0,0,1,0,49,1,2,1,0,2,2,1,2,2,1,1,0,0.8926015545197543,0.6085708000164606,1
6668,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,3,0.5201862411873354,0.005960153392932045,1
6669,0,0,0,0,14,0,0,0,0,1,0,0,0,0,0,0,1,0.08599969612298722,0.03701882384347565,1
6670,0,0,0,0,43,1,0,0,0,0,0,0,1,0,0,0,1,0.3719896908484045,0.2848008711189549,1
6671,0,0,0,0,3,1,0,2,1,1,1,1,1,1,0,0,2,0.013960910955852501,0.004690068718380015,1
6672,0,0,0,0,19,1,1,1,0,0,0,0,0,2,0,1,1,0.6969423001486937,0.1975277502729812,1
6673,0,0,0,0,4,1,2,1,0,2,0,0,0,0,0,1,2,0.6671129018030509,0.04052671750881934,1
6674,0,0,0,0,27,1,0,1,0,0,0,0,1,0,0,1,2,0.6315010727273351,0.2724611413637139,1
6675,0,1,0,0,14,1,2,1,1,0,0,0,2,1,0,1,2,0.7715977807852251,0.14764925246859759,1
6676,1,0,1,0,67,1,1,1,2,2,2,0,2,2,1,1,1,0.925518681220898,0.8618031020232214,1
6677,0,1,0,0,43,1,0,1,2,0,0,0,0,2,0,0,1,0.7546535523479926,0.4649510788258854,1
6678,0,0,0,0,52,1,2,1,0,0,0,0,1,0,0,0,0,0.6755761786932747,0.5190740805415669,1
6679,0,1,0,0,53,1,2,1,0,2,2,0,0,0,0,1,2,0.711323974736672,0.5603412222501518,1
6680,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,0.5131471753350337,0.005878642862320636,1
6681,1,0,0,0,6,1,0,2,1,1,1,1,1,1,0,0,2,0.013264266881281739,0.01082218870883541,1
6682,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,0.009297162943618209,4.4192280336035825e-05,1
6683,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,2,0.5020887275905069,0.0057505889468852265,1
6684,1,0,1,0,3,0,1,0,0,0,0,0,0,1,0,1,2,0.17110125258446182,0.00919610105665403,1
6685,0,0,0,0,13,1,0,1,1,0,0,0,0,1,0,0,2,0.6491779955520826,0.12431816412028487,1
6686,1,0,1,0,58,1,2,1,0,0,2,0,2,1,0,0,2,0.8003780314393404,0.6607417848215575,1
6687,0,0,0,0,3,1,2,1,0,0,1,0,2,2,0,1,0,0.8093546071474098,0.03205023417700516,1
6688,0,0,0,0,10,1,0,1,0,0,1,0,2,2,0,1,2,0.7623978473661057,0.11879606936035227,1
6689,1,0,0,0,5,1,0,1,0,0,2,0,2,2,0,0,1,0.760924455569838,0.05525850007620449,1
6690,1,0,0,0,44,1,0,1,1,0,0,0,0,1,0,0,1,0.7025865256436863,0.4554487308812589,1
6691,0,0,0,0,42,1,2,1,1,0,2,0,2,2,0,1,2,0.8618421981983551,0.5059783812819311,1
6692,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,0,0.017708550338561946,0.00014159393335733822,1
6693,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,0.01853262638089559,0.00015113651711549415,1
6694,0,1,0,0,12,1,0,0,0,1,1,2,0,0,0,0,2,0.6240559370996485,0.11657610001085128,1
6695,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,0.5114385349566798,0.005858857256277731,1
6696,0,0,1,0,28,1,0,1,1,0,0,0,2,2,0,1,1,0.729253157890411,0.29800206117688516,1
6697,0,0,1,0,45,1,1,1,0,0,0,0,2,1,0,0,2,0.7598299553749726,0.5011814712818103,1
6698,0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,0,0,0.5633030089781863,0.022922580761241713,1
6699,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,2,0.5208246652918177,0.005967546176094382,1
6700,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,2,0.26691021150975347,0.00757928415407159,1
6701,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0.06171331892871043,0.0032657088424912486,1
6702,0,0,1,0,44,0,1,0,0,2,1,0,0,0,0,0,2,0.1835120883491351,0.1846015641428771,1
6703,0,0,0,0,32,1,1,0,0,0,2,0,0,2,0,0,1,0.6815594839854375,0.3215159022878298,1
6704,0,0,0,0,26,1,0,0,0,2,2,0,2,2,0,0,1,0.750066318833742,0.28868249093735526,1
6705,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,0.012128359174483516,7.697678780976477e-05,1
6706,1,0,0,0,23,0,1,0,0,2,0,0,0,0,0,1,2,0.5679913007723032,0.19732390387332838,1
6707,0,0,1,0,66,1,2,1,0,0,2,1,2,2,1,0,1,0.8725686335800698,0.8032926496146946,1
6708,1,0,1,0,22,0,0,0,0,0,0,0,0,0,0,0,1,0.48598955224152374,0.16779153781662332,1
6709,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0.25058188681300697,0.013256754586719453,1
6710,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,0.02008820629864075,0.0001691497232943224,1
6711,1,0,0,0,2,1,0,1,0,0,0,0,2,2,0,0,0,0.7254292915163069,0.019003569098108457,1
6712,1,0,0,0,64,1,2,0,0,1,1,1,0,2,0,1,0,0.6374321696286354,0.6083654062278289,1
6713,1,0,0,0,19,1,2,0,2,0,0,0,2,0,0,0,2,0.6691825794208566,0.18778138407508949,1
6714,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,1,0.26886159973077317,0.05417002652821006,1
6715,0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,0,0,0.562900673427439,0.022781787591279534,1
6716,0,0,0,0,5,1,2,1,0,0,0,0,1,0,0,1,1,0.6529210338297192,0.04971034679890375,1
6717,0,0,0,0,44,1,0,1,0,0,0,0,0,2,0,1,2,0.6442117556680016,0.4136713229833258,1
6718,1,0,0,0,43,1,2,1,0,0,0,1,2,1,0,0,2,0.805940928148186,0.4840977475663309,1
6719,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,1,0.5386937491098311,0.022323293954395432,1
6720,0,1,0,0,16,1,0,1,0,0,0,1,2,1,0,1,2,0.7344729471660563,0.1714362429522451,1
6721,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,2,0.3211062664265205,0.0036548596625780444,1
6722,0,1,0,0,58,1,2,1,0,0,2,2,2,2,1,1,2,0.8955805298830681,0.7402004959222513,1
6723,1,0,0,0,8,1,0,1,0,0,0,0,0,2,0,1,1,0.6819701059354171,0.08011376413561538,1
6724,1,0,1,0,23,0,0,0,1,0,0,0,0,2,0,0,0,0.2146554520340583,0.10999721224829363,1
6725,0,1,0,0,3,1,0,1,0,0,0,0,2,0,0,0,2,0.6475330281341973,0.03146453470240694,1
6726,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,2,0.524434140466318,0.015710350778662327,1
6727,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0.5175356363177358,0.0147113783080936,1
6728,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,2,0.09672699258129033,0.0069236401359873455,1
6729,0,1,0,0,11,1,0,1,0,0,0,0,1,1,0,0,0,0.711019583666743,0.11869354291691649,1
6730,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,0.5106289307491583,0.0058494822525592,1
6731,0,0,0,0,7,1,0,1,0,0,0,0,2,0,0,1,0,0.6472483000988853,0.07611841392899127,1
6732,0,0,1,0,52,1,0,1,0,0,2,0,1,2,1,1,0,0.7685417471994156,0.5743920835862615,1
6733,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,0.5241423151964987,0.006005963689126314,1
6734,0,0,0,0,10,0,1,0,0,0,0,0,0,1,0,0,3,0.13851848186120966,0.032727288085417555,1
6735,0,0,0,0,2,1,0,1,0,2,0,0,1,0,0,1,0,0.713894783555377,0.018894991989888376,1
6736,0,0,1,0,66,1,2,1,0,1,2,0,2,2,1,0,1,0.8602251835894577,0.8083610085664351,1
6737,0,0,1,0,12,1,0,0,0,0,0,0,0,1,0,1,1,0.5655017028675559,0.10711001565777138,1
6738,0,0,0,0,36,1,1,1,0,0,0,0,0,2,0,1,2,0.6735653252078976,0.35221276191894046,1
6739,0,0,0,0,57,1,2,1,2,2,2,0,2,2,1,1,0,0.9421624346743818,0.7437419515271827,1
6740,0,0,1,0,19,1,1,1,2,0,0,0,0,0,0,0,2,0.6652280517574665,0.18100789967494293,1
6741,0,0,0,0,4,1,2,1,0,0,0,0,0,0,0,0,0,0.5432340877818553,0.03308908377567506,1
6742,0,0,1,0,10,1,2,1,1,0,0,0,2,2,0,1,2,0.814026354678134,0.12031411556704684,1
6743,0,0,0,0,36,1,0,0,2,2,0,0,0,0,0,0,1,0.40427001039986277,0.25838986251249263,1
6744,0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,0,2,0.02291157812780309,0.00020184362625490877,1
6745,1,0,1,0,52,1,2,1,1,0,2,0,0,2,0,0,1,0.7545765172197819,0.5780303166229457,1
6746,0,0,0,0,6,1,0,1,0,0,1,0,2,2,0,0,2,0.7671763696159918,0.06407301147565529,1
6747,0,0,0,0,23,1,1,1,0,2,0,0,0,0,0,1,2,0.6287401154688692,0.21245322822736476,1
6748,0,0,0,0,1,1,0,1,0,1,0,0,2,0,0,0,2,0.65825133819138,0.007558910891703783,1
6749,1,0,0,0,2,1,0,1,0,0,0,0,0,2,0,1,2,0.6347394866962756,0.017450459341666735,1
6750,0,0,0,0,9,1,1,1,0,0,0,0,2,1,0,1,2,0.7623993007153067,0.10052473907079013,1
6751,0,1,0,0,43,1,0,1,0,0,0,0,0,0,0,1,2,0.6547157161058278,0.3927360603855984,1
6752,0,0,0,0,21,0,0,0,0,0,1,0,0,0,0,1,2,0.25244443297795915,0.09838707346080879,1
6753,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,1,2,0.06710987553634506,0.03233638558495111,1
6754,0,0,0,0,9,1,2,1,0,1,0,0,0,0,0,0,0,0.6330010779380347,0.08880328420036793,1
6755,1,0,0,0,5,1,0,2,1,1,1,1,1,1,0,0,2,0.010950926580497983,0.01235890304910382,1
6756,0,0,0,0,24,1,1,1,0,2,0,0,2,0,0,1,0,0.7171152710654505,0.26053216451775124,1
6757,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,0.022523239562331127,0.00019734676783751768,1
6758,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,2,0.11824162273897634,0.0013208528080913599,1
6759,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0.07698012833789405,0.009633719849345433,1
6760,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0.043603523698486996,0.00462452595682515,1
6761,1,0,1,0,13,1,0,0,1,1,0,0,1,0,0,1,2,0.4714626962297803,0.10603432685391105,1
6762,1,0,0,0,68,1,2,1,0,1,0,0,2,2,2,0,0,0.8224327529678805,0.7897285272483373,1
6763,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,3,0.3216750485720562,0.0036614460101783795,1
6764,1,0,0,0,33,0,1,0,1,1,0,1,1,0,0,1,1,0.42136065839732173,0.21552797369080215,1
6765,0,0,0,0,2,1,0,0,2,1,0,0,0,0,0,0,3,0.36499978664447974,0.00997171317628796,1
